satisfaction_level,last_evaluation,number_project,average_monthly_hours,tenure,work_accident,promotion_last_5years,department,salary,amh_x_last_eval,left
0.77,0.48,4,258,4,1,0,sales,low,0.14193925233644858,0
0.73,0.74,3,221,3,0,0,RandD,high,0.34681658878504673,0
0.09,0.83,6,286,4,0,0,hr,low,0.6520151869158878,1
0.35,0.71,6,204,4,1,0,technical,medium,0.27599299065420557,0
0.83,0.53,3,211,4,1,0,sales,low,0.14274240654205608,0
0.85,0.66,3,234,3,0,0,sales,medium,0.3022780373831776,0
0.81,0.67,4,216,3,0,0,IT,low,0.27161214953271023,0
0.28,0.44,4,170,2,0,0,support,low,0.043224299065420566,0
0.89,0.89,3,138,2,0,0,RandD,medium,0.16252920560747666,0
0.77,0.43,4,265,6,0,0,support,high,0.08637558411214953,0
0.5,0.93,6,150,3,1,0,technical,medium,0.22473714953271032,0
0.71,0.79,4,261,3,0,0,sales,high,0.5180344626168224,0
0.95,0.53,4,162,3,0,0,sales,medium,0.08192172897196262,0
0.73,0.82,3,133,3,0,0,RandD,medium,0.12426985981308408,0
0.49,0.76,5,237,3,0,0,IT,high,0.4117990654205608,0
0.11,0.8,7,305,4,0,0,technical,medium,0.6714369158878505,1
0.63,0.79,3,197,3,1,0,sales,low,0.3170998831775701,0
0.59,0.5,3,199,2,0,0,technical,high,0.10528621495327103,0
0.11,0.88,7,275,4,0,0,support,low,0.6796144859813084,1
0.78,0.57,4,264,3,0,0,sales,high,0.25759345794392513,0
0.45,0.46,2,153,3,1,0,technical,medium,0.0416179906542056,1
0.77,0.83,6,271,3,0,0,support,low,0.6005403037383177,0
0.74,0.74,5,160,3,1,0,sales,high,0.17757009345794394,0
0.56,0.71,5,244,3,0,0,product_mng,low,0.3782126168224299,0
0.11,0.84,6,252,4,0,0,technical,low,0.5467289719626168,1
0.96,0.6,5,182,5,0,0,sales,medium,0.15070093457943928,0
0.63,0.81,4,216,4,0,0,product_mng,medium,0.3942757009345794,0
0.79,0.65,3,235,10,0,0,technical,low,0.2943195093457944,0
0.8,0.79,3,217,3,0,0,technical,low,0.37989193925233644,0
0.26,0.63,6,100,4,0,0,sales,medium,0.00788551401869159,0
0.1,0.97,7,306,4,0,0,marketing,low,0.9353095794392522,1
0.34,0.41,2,141,3,0,0,technical,medium,0.016428154205607476,0
0.93,0.6,4,271,3,0,0,accounting,low,0.3066588785046729,0
0.95,0.63,4,153,3,0,0,support,low,0.11236857476635513,0
0.7,0.55,4,256,4,0,0,hr,medium,0.22196261682243,0
0.44,0.49,2,130,3,0,0,sales,medium,0.03227219626168225,1
0.86,0.81,4,179,3,0,0,sales,medium,0.2727073598130841,0
0.42,0.53,3,181,5,0,0,technical,medium,0.1055052570093458,0
0.59,0.84,4,245,3,0,0,technical,medium,0.522196261682243,0
0.49,0.71,4,178,8,0,0,IT,medium,0.20955023364485983,0
0.92,0.88,4,111,4,0,0,technical,medium,0.056950934579439304,0
0.21,0.78,4,218,6,0,0,technical,low,0.37412383177570097,0
0.74,0.5,4,216,3,0,0,sales,medium,0.12266355140186914,0
0.95,0.65,5,182,3,0,0,marketing,low,0.18209696261682246,0
0.66,0.89,3,242,3,0,0,product_mng,medium,0.564982476635514,0
0.83,0.8,3,240,8,0,0,sales,low,0.46261682242990654,0
0.92,0.51,3,223,2,0,0,sales,medium,0.1390917056074766,0
0.62,0.97,5,180,2,0,0,technical,high,0.37412383177570097,0
0.77,0.94,4,225,2,0,0,RandD,medium,0.5462908878504673,0
0.36,0.54,2,127,3,0,0,marketing,low,0.040741822429906566,1
0.58,0.45,3,131,2,0,0,technical,low,0.022999415887850462,0
0.66,0.59,3,204,3,0,0,product_mng,high,0.1813668224299065,0
0.81,0.95,5,238,6,0,0,technical,low,0.6117114485981309,1
0.83,0.7,5,154,3,0,0,technical,medium,0.1439836448598131,0
0.66,0.99,4,209,3,0,0,sales,medium,0.5197867990654206,0
0.95,0.89,5,132,4,0,0,technical,medium,0.13931074766355142,0
0.24,0.91,4,232,2,0,0,support,low,0.546144859813084,0
0.59,0.93,5,172,2,0,0,technical,medium,0.31629672897196265,0
0.11,0.9,6,301,4,0,0,technical,low,0.8082651869158879,1
0.71,0.68,4,228,2,0,0,sales,low,0.308411214953271,0
0.56,0.98,3,220,3,0,0,technical,low,0.5613317757009345,0
0.74,0.53,4,166,3,0,0,hr,low,0.08688668224299066,0
0.59,1.0,4,169,2,0,0,technical,low,0.3411214953271028,0
0.63,0.5,4,172,2,0,0,technical,low,0.07768691588785048,0
0.86,0.66,4,191,2,0,0,technical,low,0.20808995327102803,0
0.4,0.57,2,152,3,0,0,sales,low,0.08586448598130839,1
0.4,0.37,3,123,2,0,0,sales,medium,0.0019713785046728983,0
0.8,0.66,4,181,3,1,0,sales,low,0.1861857476635514,0
0.56,0.68,3,109,3,0,0,IT,low,0.030373831775700966,0
0.35,0.78,5,275,4,0,0,marketing,low,0.5489193925233644,0
0.76,0.64,4,144,2,0,0,sales,high,0.09813084112149534,0
0.9,0.65,3,254,2,0,0,support,high,0.33455023364485986,0
0.31,0.49,4,165,3,1,0,technical,low,0.06549357476635513,0
0.45,0.48,2,138,3,0,0,technical,low,0.03679906542056075,1
0.15,0.76,5,277,4,0,0,marketing,low,0.5286214953271028,0
0.1,0.85,6,266,4,0,0,sales,low,0.6082067757009345,1
0.69,0.81,5,217,2,0,0,technical,medium,0.39756133177570097,0
0.21,0.6,5,249,4,0,0,sales,medium,0.26810747663551404,0
0.89,0.5,4,238,3,0,0,technical,medium,0.1451518691588785,0
0.99,0.54,3,199,2,0,0,sales,medium,0.1353679906542056,0
0.8,0.74,3,228,3,0,0,technical,medium,0.3662383177570093,0
0.73,0.53,3,184,2,0,0,product_mng,low,0.10922897196261683,0
0.59,0.64,5,269,3,0,0,support,medium,0.3536799065420561,0
0.42,0.52,2,160,3,0,0,support,low,0.07476635514018692,1
0.91,0.49,6,272,6,0,0,sales,low,0.16705607476635514,0
0.91,0.88,3,189,2,0,0,support,medium,0.35309579439252337,0
0.74,0.92,5,255,3,0,0,support,low,0.6501168224299064,0
0.71,0.69,4,180,3,1,0,RandD,medium,0.20239485981308414,0
0.56,0.9,3,235,2,0,0,technical,medium,0.5480432242990654,0
0.66,0.51,4,254,2,0,0,sales,medium,0.17304322429906543,0
0.72,0.54,3,286,6,0,0,product_mng,medium,0.2497079439252336,0
0.37,0.52,2,158,3,0,0,support,low,0.07242990654205608,1
0.78,0.99,3,151,3,1,0,product_mng,low,0.2529935747663551,0
0.51,0.39,3,149,3,0,0,marketing,low,0.011609228971962616,0
0.54,0.58,3,169,2,1,0,technical,high,0.11726051401869154,0
0.94,0.58,5,190,3,1,0,support,high,0.15099299065420557,0
0.57,0.68,3,254,4,0,0,sales,low,0.36915887850467294,0
0.13,0.76,5,217,3,0,0,support,low,0.3533878504672897,0
0.85,0.81,3,205,3,0,0,marketing,high,0.358133761682243,0
0.83,0.84,2,149,3,0,0,sales,low,0.18574766355140185,0
0.58,1.0,4,220,10,0,0,marketing,medium,0.5794392523364486,0
0.44,0.5,2,128,3,0,0,support,low,0.03271028037383178,1
0.74,0.72,5,196,3,0,0,marketing,low,0.2628504672897196,0
0.1,0.86,6,266,4,1,0,technical,low,0.6206191588785046,1
0.72,0.84,4,186,3,0,0,hr,low,0.31542056074766356,0
0.22,0.61,3,148,5,0,0,sales,medium,0.09491822429906543,0
0.48,0.62,3,200,3,1,0,RandD,medium,0.19742990654205606,0
0.66,0.89,4,169,4,0,0,support,low,0.282491238317757,0
0.51,0.73,3,205,4,0,0,accounting,high,0.29446553738317754,0
0.44,0.51,2,145,3,0,0,support,low,0.05366530373831775,1
0.74,1.0,5,275,5,0,0,sales,low,0.836448598130841,1
0.88,0.57,4,185,2,0,0,sales,low,0.1364632009345794,0
0.55,0.9,4,191,3,0,0,sales,low,0.3745619158878505,0
0.61,0.98,3,267,3,0,0,technical,low,0.7740946261682242,0
0.84,0.81,4,236,3,1,0,IT,low,0.4599883177570093,0
0.72,0.75,3,166,3,0,1,sales,high,0.1993282710280374,0
0.36,0.47,2,129,3,0,0,sales,medium,0.026504088785046724,1
0.54,0.71,2,194,2,0,0,support,low,0.2504380841121495,0
0.15,0.52,4,265,6,0,0,support,low,0.19742990654205608,0
0.4,0.48,2,155,3,0,0,support,low,0.051693925233644855,1
0.78,0.67,4,260,3,0,0,technical,medium,0.37120327102803735,0
0.49,0.63,3,181,3,1,0,product_mng,medium,0.16756717289719625,0
0.46,0.55,2,147,3,0,0,product_mng,medium,0.07075058411214954,1
0.11,0.94,7,280,5,0,0,support,low,0.7792056074766355,1
0.48,0.94,3,173,2,0,0,management,low,0.3260806074766355,0
0.4,0.36,4,128,4,0,0,technical,medium,0.0,0
0.42,0.48,2,155,3,0,0,hr,medium,0.051693925233644855,1
0.43,0.51,5,168,4,0,0,product_mng,medium,0.07885514018691589,0
0.77,0.8,2,255,2,1,0,accounting,medium,0.5108060747663551,0
0.32,0.41,3,138,3,1,0,technical,medium,0.015332943925233647,0
0.99,0.56,5,210,2,0,0,RandD,medium,0.16647196261682248,0
0.57,0.75,4,249,10,0,0,product_mng,medium,0.4356746495327103,0
0.55,0.6,4,176,3,0,0,sales,medium,0.14018691588785048,0
0.82,0.74,3,256,3,1,0,support,medium,0.4439252336448598,0
0.66,0.75,5,227,3,1,0,sales,medium,0.37302862149532706,0
0.78,0.99,3,174,3,0,0,IT,low,0.3587908878504673,0
0.98,0.74,4,260,2,1,0,marketing,low,0.4550233644859813,0
0.5,0.7,4,201,4,0,0,RandD,medium,0.260660046728972,0
0.61,0.95,5,233,3,0,0,technical,medium,0.5901723130841121,0
0.13,0.87,3,185,4,1,0,management,low,0.3314106308411215,0
0.92,0.67,4,161,4,1,0,marketing,low,0.1471232476635514,0
0.95,0.58,3,193,2,0,0,accounting,medium,0.15581191588785043,0
0.84,0.86,3,199,3,0,0,IT,medium,0.37602219626168226,0
0.72,0.62,3,270,4,0,0,sales,low,0.3303154205607476,0
0.72,0.88,3,236,3,0,0,technical,low,0.5315420560747663,0
0.2,0.58,5,199,4,0,0,sales,low,0.16544976635514014,0
0.8,0.76,4,135,2,0,0,technical,low,0.11390186915887848,0
0.92,0.91,3,250,4,0,0,support,low,0.6184287383177571,0
0.51,0.5,4,246,3,0,0,hr,low,0.15332943925233647,0
0.81,0.86,3,210,3,0,0,sales,low,0.41617990654205606,0
0.63,0.95,4,137,3,0,0,sales,medium,0.17662091121495324,0
0.71,0.77,3,145,3,0,0,technical,high,0.14668516355140185,0
0.38,0.55,2,134,3,0,0,support,low,0.05271612149532713,1
0.56,0.91,4,188,2,1,0,sales,low,0.3694509345794393,0
0.65,0.89,3,151,2,0,0,technical,low,0.2128358644859813,0
0.1,0.85,6,297,5,0,0,sales,high,0.719115070093458,1
0.74,0.58,3,241,3,0,0,support,low,0.23291471962616817,0
0.31,0.61,4,97,2,0,0,support,low,0.0018253504672897198,0
0.78,0.53,3,152,2,0,0,marketing,low,0.06950934579439252,0
0.42,0.41,5,240,2,0,0,technical,medium,0.052570093457943924,0
0.49,0.59,4,137,4,0,0,technical,high,0.0688522196261682,0
0.42,0.49,2,139,3,0,0,hr,low,0.040814836448598124,1
0.36,0.95,6,276,2,0,0,support,low,0.7754088785046729,0
0.53,0.53,4,205,3,0,0,sales,low,0.135294976635514,0
0.57,0.68,4,191,3,0,0,product_mng,medium,0.2219626168224299,0
0.81,0.64,4,213,3,0,0,support,medium,0.23919392523364486,0
0.97,0.55,2,267,4,0,0,marketing,medium,0.23722254672897203,0
0.96,0.62,4,253,7,0,0,sales,medium,0.29804322429906543,0
0.6,0.8,4,146,2,0,0,product_mng,medium,0.16063084112149534,0
0.78,0.63,5,261,3,0,0,technical,low,0.325277453271028,0
0.63,0.78,4,275,3,0,0,support,low,0.5489193925233644,0
0.46,0.55,2,129,3,0,0,sales,low,0.04577978971962617,1
0.84,0.93,3,159,3,0,0,sales,low,0.2621933411214953,0
0.57,0.61,2,189,2,1,0,technical,high,0.16975759345794392,0
0.14,1.0,5,174,5,0,0,sales,medium,0.36448598130841126,0
0.61,0.98,3,138,5,1,0,hr,medium,0.19012850467289721,0
0.18,0.6,3,130,2,1,0,support,medium,0.059579439252336455,0
0.89,0.56,4,225,4,0,0,technical,medium,0.18837616822429915,0
0.56,0.99,4,270,2,0,0,product_mng,low,0.8003796728971961,0
0.96,0.86,4,268,3,0,0,accounting,low,0.6279205607476636,0
0.17,0.84,5,232,3,0,0,sales,low,0.47663551401869153,1
0.4,0.48,2,142,3,0,0,marketing,low,0.040303738317757014,1
0.49,0.63,4,213,3,0,0,support,medium,0.23065128504672897,0
0.45,0.53,2,159,3,0,0,sales,low,0.07819801401869159,1
0.96,0.72,3,197,3,0,0,technical,low,0.2654789719626168,0
0.19,0.64,5,231,4,1,0,IT,medium,0.27599299065420557,0
0.65,0.8,6,233,3,1,1,support,medium,0.4401285046728972,0
0.86,0.73,3,159,3,0,0,hr,medium,0.17019567757009343,0
0.62,0.92,4,198,2,0,0,sales,medium,0.4170560747663551,0
0.64,0.75,4,170,3,0,0,support,medium,0.21071845794392527,0
0.09,0.89,7,308,5,0,0,hr,medium,0.8203855140186916,1
0.48,0.62,4,210,2,0,0,sales,medium,0.21641355140186913,0
0.91,0.55,3,223,3,0,0,IT,low,0.17618282710280378,0
0.42,0.47,2,137,3,0,0,support,medium,0.03292932242990654,1
0.39,0.45,2,140,3,0,0,sales,medium,0.028913551401869162,1
0.21,0.81,5,142,4,0,0,sales,medium,0.1511390186915888,0
0.63,0.64,3,208,2,1,0,support,low,0.2289719626168224,0
0.11,0.84,7,264,4,0,0,technical,medium,0.5887850467289719,1
0.32,0.6,2,280,4,0,0,technical,low,0.32242990654205606,1
0.7,0.62,3,110,3,0,0,product_mng,low,0.02657710280373832,0
0.6,0.52,3,183,2,0,0,support,low,0.10163551401869159,0
0.54,0.81,4,264,4,0,0,technical,medium,0.5519859813084111,0
0.77,0.75,4,225,3,0,0,hr,low,0.3673335280373832,0
